cluster,number_of_accidents,average_accident_time,most_common_day
2724,1,2022-03-13 00:00:00+00:00,SUN
2725,1,2022-03-08 00:00:00+00:00,TUE
2726,1,2022-02-28 00:00:00+00:00,MON
2727,1,2022-02-24 00:00:00+00:00,THU
2728,1,2022-02-22 00:00:00+00:00,TUE
2729,2,2021-10-27 00:00:00+00:00,SUN
2730,1,2022-02-12 00:00:00+00:00,SAT
2731,1,2022-02-13 00:00:00+00:00,SUN
2732,1,2022-02-04 00:00:00+00:00,FRI
2733,2,2021-09-18 12:00:00+00:00,TUE
2734,1,2022-02-02 00:00:00+00:00,WED
2735,1,2022-01-29 00:00:00+00:00,SAT
2736,1,2022-01-25 19:00:00+00:00,TUE
2737,1,2022-01-14 00:00:00+00:00,FRI
2738,1,2022-01-17 00:00:00+00:00,MON
2739,1,2022-01-13 00:00:00+00:00,THU
2740,1,2022-01-13 00:00:00+00:00,THU
2741,1,2022-01-05 00:00:00+00:00,WED
2742,2,2021-08-28 12:00:00+00:00,THU
2743,1,2021-12-28 00:00:00+00:00,TUE
2744,1,2021-12-22 00:00:00+00:00,WED
2745,1,2021-12-07 22:11:00+00:00,TUE
2746,1,2021-11-15 00:00:00+00:00,MON
2747,1,2021-11-07 00:00:00+00:00,SUN
2748,1,2021-11-12 08:52:00+00:00,FRI
2749,1,2021-11-05 19:30:00+00:00,FRI
2750,1,2021-10-27 00:00:00+00:00,WED
2751,1,2021-10-26 00:00:00+00:00,TUE
2752,7,2020-12-22 20:34:17.142857216+00:00,WED
2753,1,2021-10-13 00:00:00+00:00,WED
2754,1,2021-10-08 00:00:00+00:00,FRI
2755,1,2021-10-14 00:00:00+00:00,THU
2756,2,2021-08-13 12:00:00+00:00,TUE
2757,1,2021-10-12 00:00:00+00:00,TUE
2758,1,2021-10-16 00:00:00+00:00,SAT
2759,1,2021-10-11 00:00:00+00:00,MON
2760,1,2021-10-02 00:00:00+00:00,SAT
2761,1,2021-09-29 00:00:00+00:00,WED
2762,1,2021-09-22 00:00:00+00:00,WED
2763,6,2020-11-14 10:05:20+00:00,WED
2764,1,2021-09-30 00:00:00+00:00,THU
2765,1,2021-09-29 00:00:00+00:00,WED
2766,1,2021-09-30 00:00:00+00:00,THU
2767,2,2021-05-28 12:00:00+00:00,TUE
2768,1,2021-10-05 00:00:00+00:00,TUE
2769,1,2021-09-28 00:00:00+00:00,TUE
2770,1,2021-09-29 00:00:00+00:00,WED
2771,2,2021-01-11 00:00:00+00:00,MON
2772,1,2021-09-25 00:00:00+00:00,SAT
2773,1,2021-09-24 00:00:00+00:00,FRI
2774,1,2021-09-27 00:00:00+00:00,MON
2775,1,2021-09-28 21:20:00+00:00,TUE
2776,1,2021-09-16 00:00:00+00:00,THU
2777,1,2021-09-11 00:00:00+00:00,SAT
2778,1,2021-09-18 00:00:00+00:00,SAT
2779,3,2021-01-05 16:00:00+00:00,FRI
2780,1,2021-09-14 00:00:00+00:00,TUE
2781,2,2021-05-27 00:00:00+00:00,SAT
2782,3,2021-04-14 08:00:00+00:00,WED
2783,2,2021-04-04 00:00:00+00:00,THU
2784,2,2021-01-18 00:00:00+00:00,WED
2785,1,2021-09-10 00:00:00+00:00,FRI
2786,3,2021-06-27 08:00:00+00:00,MON
2787,1,2021-09-04 00:00:00+00:00,SAT
2788,2,2021-08-30 08:36:00+00:00,SAT
2789,1,2021-09-02 00:00:00+00:00,THU
2790,1,2021-09-03 00:00:00+00:00,FRI
2791,1,2021-08-27 00:00:00+00:00,FRI
2792,1,2021-08-27 00:00:00+00:00,FRI
2793,2,2021-02-26 12:00:00+00:00,WED
2794,1,2021-08-29 00:00:00+00:00,SUN
2795,1,2021-08-28 00:00:00+00:00,SAT
2796,1,2021-08-22 00:00:00+00:00,SUN
2797,2,2021-07-02 00:00:00+00:00,TUE
2798,1,2021-08-09 00:00:00+00:00,MON
2799,1,2021-08-22 00:00:00+00:00,SUN
2800,4,2020-10-15 00:00:00+00:00,THU
2801,1,2021-08-21 00:00:00+00:00,SAT
2802,1,2021-08-16 00:00:00+00:00,MON
2803,2,2021-06-10 07:31:00+00:00,SUN
2804,1,2021-08-16 00:00:00+00:00,MON
2805,2,2021-06-26 08:35:00+00:00,THU
2806,1,2021-08-12 00:00:00+00:00,THU
2807,1,2021-08-14 00:00:00+00:00,SAT
2808,1,2021-08-14 00:00:00+00:00,SAT
2809,9,2021-01-14 04:37:06.666666752+00:00,TUE
2810,1,2021-08-11 00:00:00+00:00,WED
2811,1,2021-08-13 00:00:00+00:00,FRI
2812,12,2020-11-29 20:00:00+00:00,SUN
2813,1,2021-08-06 00:00:00+00:00,FRI
2814,1,2021-08-07 00:00:00+00:00,SAT
2815,3,2021-01-12 00:00:00+00:00,TUE
2816,1,2021-08-05 00:00:00+00:00,THU
2817,1,2021-07-24 02:11:00+00:00,SAT
2818,1,2021-08-02 21:30:00+00:00,MON
2819,1,2021-08-03 00:00:00+00:00,TUE
2820,1,2021-08-02 00:00:00+00:00,MON
2821,1,2021-08-02 00:00:00+00:00,MON
2822,1,2021-07-29 00:00:00+00:00,THU
2823,2,2021-07-09 12:00:00+00:00,THU
2824,1,2021-07-23 00:00:00+00:00,FRI
2825,1,2021-07-27 00:00:00+00:00,TUE
2826,1,2021-06-28 00:00:00+00:00,MON
2827,2,2021-07-11 00:00:00+00:00,THU
2828,4,2021-01-08 06:00:00+00:00,THU
2829,1,2021-07-21 00:00:00+00:00,WED
2830,3,2021-04-28 08:00:00+00:00,MON
2831,1,2021-07-21 00:00:00+00:00,WED
2832,3,2021-01-15 00:00:00+00:00,WED
2833,1,2021-07-15 00:00:00+00:00,THU
2834,1,2021-07-12 00:00:00+00:00,MON
2835,1,2021-07-11 00:00:00+00:00,SUN
2836,1,2021-07-14 00:00:00+00:00,WED
2837,1,2021-07-11 00:00:00+00:00,SUN
2838,1,2021-07-12 12:14:00+00:00,MON
2839,1,2021-07-11 00:00:00+00:00,SUN
2840,1,2021-07-07 00:00:00+00:00,WED
2841,3,2020-09-09 16:00:00+00:00,WED
2842,4,2021-04-05 11:17:30+00:00,SUN
2843,1,2021-07-02 00:00:00+00:00,FRI
2844,1,2021-07-02 17:13:00+00:00,FRI
2845,13,2020-08-31 08:51:18.461538304+00:00,WED
2846,1,2021-06-30 00:00:00+00:00,WED
2847,1,2021-06-27 00:00:00+00:00,SUN
2848,1,2021-06-28 00:00:00+00:00,MON
2849,1,2021-06-20 00:00:00+00:00,SUN
2850,1,2021-06-25 00:00:00+00:00,FRI
2851,2,2021-03-22 19:01:30+00:00,SUN
2852,1,2021-06-24 00:00:00+00:00,THU
2853,7,2020-11-26 03:25:42.857142784+00:00,WED
2854,1,2021-06-21 00:00:00+00:00,MON
2855,2,2021-04-03 12:00:00+00:00,TUE
2856,1,2021-06-10 00:00:00+00:00,THU
2857,1,2021-06-16 00:00:00+00:00,WED
2858,1,2021-06-16 17:36:00+00:00,WED
2859,1,2021-06-16 12:45:00+00:00,WED
2860,1,2021-06-10 00:00:00+00:00,THU
2861,2,2021-03-11 12:00:00+00:00,SUN
2862,4,2020-10-10 18:00:00+00:00,FRI
2863,1,2021-06-03 00:00:00+00:00,THU
2864,1,2021-06-07 16:00:00+00:00,MON
2865,3,2020-12-17 16:00:00+00:00,THU
2866,1,2021-06-07 00:00:00+00:00,MON
2867,1,2021-06-04 00:00:00+00:00,FRI
2868,1,2021-06-04 00:00:00+00:00,FRI
2869,1,2021-06-03 00:00:00+00:00,THU
2870,1,2021-06-01 00:00:00+00:00,TUE
2871,1,2021-05-29 00:00:00+00:00,SAT
2872,1,2021-05-20 15:40:00+00:00,THU
2873,1,2021-05-14 00:00:00+00:00,FRI
2874,2,2021-04-15 12:00:00+00:00,MON
2875,1,2021-05-16 00:00:00+00:00,SUN
2876,1,2021-05-11 00:00:00+00:00,TUE
2877,1,2021-05-09 00:00:00+00:00,SUN
2878,2,2020-11-23 00:00:00+00:00,TUE
2879,1,2021-05-07 00:00:00+00:00,FRI
2880,1,2021-05-06 00:00:00+00:00,THU
2881,1,2021-05-07 00:00:00+00:00,FRI
2882,1,2021-05-07 00:00:00+00:00,FRI
2883,1,2021-05-08 00:00:00+00:00,SAT
2884,2,2021-04-13 21:34:00+00:00,TUE
2885,1,2021-05-01 00:00:00+00:00,SAT
2886,1,2021-04-25 00:00:00+00:00,SUN
2887,1,2021-04-29 00:00:00+00:00,THU
2888,1,2021-04-23 00:00:00+00:00,FRI
2889,2,2020-11-16 00:00:00+00:00,TUE
2890,1,2021-04-28 00:00:00+00:00,WED
2891,1,2021-04-25 00:00:00+00:00,SUN
2892,1,2021-04-27 00:00:00+00:00,TUE
2893,1,2021-04-25 00:00:00+00:00,SUN
2894,1,2021-04-22 00:00:00+00:00,THU
2895,1,2021-04-20 00:00:00+00:00,TUE
2896,1,2021-04-25 18:18:00+00:00,SUN
2897,1,2021-04-19 18:20:00+00:00,MON
2898,4,2021-01-28 03:18:45+00:00,WED
2899,1,2021-04-16 00:00:00+00:00,FRI
2900,1,2021-04-18 00:35:00+00:00,SUN
2901,1,2021-04-15 00:00:00+00:00,THU
2902,4,2020-10-26 21:01:00+00:00,MON
2903,1,2021-04-12 06:10:00+00:00,MON
2904,1,2021-04-08 00:00:00+00:00,THU
2905,1,2021-03-31 13:00:00+00:00,WED
2906,1,2021-04-02 00:00:00+00:00,FRI
2907,1,2021-04-01 00:00:00+00:00,THU
2908,1,2021-04-02 00:00:00+00:00,FRI
2909,1,2021-03-26 00:00:00+00:00,FRI
2910,2,2021-01-11 12:00:00+00:00,TUE
2911,1,2021-03-21 00:00:00+00:00,SUN
2912,1,2021-03-24 00:00:00+00:00,WED
2913,1,2021-03-25 00:00:00+00:00,THU
2914,1,2021-03-25 00:00:00+00:00,THU
2915,1,2021-03-29 00:00:00+00:00,MON
2916,1,2021-03-24 00:00:00+00:00,WED
2917,1,2021-03-20 00:00:00+00:00,SAT
2918,1,2021-03-22 00:00:00+00:00,MON
2919,2,2020-12-27 12:00:00+00:00,TUE
2920,1,2020-12-16 00:00:00+00:00,WED
2921,1,2021-03-20 17:23:00+00:00,SAT
2922,1,2021-03-22 15:23:00+00:00,MON
2923,1,2021-03-21 00:00:00+00:00,SUN
2924,1,2021-03-17 00:00:00+00:00,WED
2925,2,2020-12-02 00:00:00+00:00,THU
2926,1,2021-03-08 00:00:00+00:00,MON
2927,1,2021-03-13 00:00:00+00:00,SAT
2928,1,2021-03-15 00:00:00+00:00,MON
2929,1,2021-02-26 00:00:00+00:00,FRI
2930,5,2020-11-07 14:24:00+00:00,FRI
2931,2,2020-12-02 12:00:00+00:00,FRI
2932,2,2020-11-23 00:00:00+00:00,FRI
2933,4,2020-10-10 23:20:15+00:00,FRI
2934,1,2021-02-14 00:00:00+00:00,SUN
2935,1,2021-02-22 00:00:00+00:00,MON
2936,1,2021-02-19 00:00:00+00:00,FRI
2937,1,2021-02-18 14:57:00+00:00,THU
2938,1,2021-02-18 00:00:00+00:00,THU
2939,1,2021-02-07 00:00:00+00:00,SUN
2940,1,2021-02-11 00:00:00+00:00,THU
2941,1,2021-01-31 00:00:00+00:00,SUN
2942,1,2021-02-14 00:00:00+00:00,SUN
2943,1,2021-02-11 00:00:00+00:00,THU
2944,1,2021-02-07 00:00:00+00:00,SUN
2945,1,2021-02-04 00:00:00+00:00,THU
2946,1,2021-02-01 00:00:00+00:00,MON
2947,3,2020-10-05 16:00:00+00:00,THU
2948,1,2021-01-24 04:25:00+00:00,SUN
2949,1,2020-10-30 00:00:00+00:00,FRI
2950,1,2021-01-23 00:00:00+00:00,SAT
2951,1,2021-01-22 00:00:00+00:00,FRI
2952,3,2020-10-07 08:00:00+00:00,FRI
2953,1,2021-01-07 00:00:00+00:00,THU
2954,2,2020-11-27 12:00:00+00:00,TUE
2955,1,2021-01-20 16:20:00+00:00,WED
2956,1,2021-01-13 00:00:00+00:00,WED
2957,1,2021-01-11 17:45:00+00:00,MON
2958,1,2021-01-17 00:00:00+00:00,SUN
2959,1,2021-01-12 00:00:00+00:00,TUE
2960,1,2021-01-13 00:00:00+00:00,WED
2961,1,2021-01-09 18:03:00+00:00,SAT
2962,2,2020-07-19 00:00:00+00:00,WED
2963,2,2020-11-22 12:00:00+00:00,SUN
2964,1,2021-01-06 00:00:00+00:00,WED
2965,2,2020-07-31 00:00:00+00:00,SAT
2966,1,2020-12-30 17:43:00+00:00,WED
2967,3,2020-11-08 08:00:00+00:00,MON
2968,1,2020-12-27 00:00:00+00:00,SUN
2969,1,2020-12-24 00:00:00+00:00,THU
2970,1,2020-12-05 00:00:00+00:00,SAT
2971,1,2020-12-23 00:00:00+00:00,WED
2972,1,2020-12-21 00:00:00+00:00,MON
2973,1,2020-12-17 00:00:00+00:00,THU
2974,2,2020-09-03 12:00:00+00:00,THU
2975,1,2020-12-03 00:00:00+00:00,THU
2976,2,2020-07-06 00:00:00+00:00,SUN
2977,1,2020-12-12 00:00:00+00:00,SAT
2978,1,2020-12-11 00:00:00+00:00,FRI
2979,1,2020-12-13 00:00:00+00:00,SUN
2980,1,2020-12-11 00:00:00+00:00,FRI
2981,1,2020-12-11 14:21:00+00:00,FRI
2982,1,2020-11-30 00:00:00+00:00,MON
2983,1,2020-11-29 00:00:00+00:00,SUN
2984,1,2020-11-30 00:00:00+00:00,MON
2985,1,2020-11-28 00:00:00+00:00,SAT
2986,2,2020-09-04 12:00:00+00:00,WED
2987,1,2020-11-24 15:48:00+00:00,TUE
2988,1,2020-11-23 00:00:00+00:00,MON
2989,1,2020-11-15 00:00:00+00:00,SUN
2990,1,2020-11-19 00:00:00+00:00,THU
2991,1,2020-11-12 00:00:00+00:00,THU
2992,1,2020-11-17 00:00:00+00:00,TUE
2993,1,2020-11-13 14:39:00+00:00,FRI
2994,1,2020-11-11 00:00:00+00:00,WED
2995,3,2020-07-06 00:00:00+00:00,FRI
2996,1,2020-10-27 00:00:00+00:00,TUE
2997,1,2020-11-09 19:43:00+00:00,MON
2998,1,2020-11-09 00:00:00+00:00,MON
2999,1,2020-11-09 00:00:00+00:00,MON
3000,1,2020-10-29 00:00:00+00:00,THU
3001,4,2020-06-16 18:00:00+00:00,FRI
3002,1,2020-10-23 00:00:00+00:00,FRI
3003,1,2020-10-30 00:00:00+00:00,FRI
3004,2,2020-07-05 12:00:00+00:00,SAT
3005,1,2020-11-02 00:00:00+00:00,MON
3006,1,2020-10-30 00:00:00+00:00,FRI
3007,1,2020-10-28 00:00:00+00:00,WED
3008,1,2020-10-24 00:00:00+00:00,SAT
3009,1,2020-10-20 00:00:00+00:00,TUE
3010,1,2020-10-14 00:00:00+00:00,WED
3011,1,2020-10-14 00:00:00+00:00,WED
3012,1,2020-10-20 00:00:00+00:00,TUE
3013,1,2020-10-17 00:00:00+00:00,SAT
3014,1,2020-10-15 00:00:00+00:00,THU
3015,1,2020-10-11 09:25:00+00:00,SUN
3016,1,2020-10-07 00:00:00+00:00,WED
3017,1,2020-10-08 00:00:00+00:00,THU
3018,1,2020-10-05 00:00:00+00:00,MON
3019,1,2020-10-02 00:00:00+00:00,FRI
3020,1,2020-10-05 00:00:00+00:00,MON
3021,1,2020-10-03 00:00:00+00:00,SAT
3022,1,2020-09-20 00:00:00+00:00,SUN
3023,1,2020-09-23 00:00:00+00:00,WED
3024,1,2020-09-26 00:00:00+00:00,SAT
3025,1,2020-09-24 00:00:00+00:00,THU
3026,1,2020-08-29 00:00:00+00:00,SAT
3027,1,2020-09-25 00:00:00+00:00,FRI
3028,1,2020-10-01 17:35:00+00:00,THU
3029,1,2020-09-22 00:00:00+00:00,TUE
3030,1,2020-09-25 00:00:00+00:00,FRI
3031,1,2020-09-19 00:00:00+00:00,SAT
3032,1,2020-09-12 00:00:00+00:00,SAT
3033,1,2020-09-16 00:00:00+00:00,WED
3034,1,2020-09-18 00:00:00+00:00,FRI
3035,1,2020-09-19 00:00:00+00:00,SAT
3036,1,2020-09-18 00:00:00+00:00,FRI
3037,1,2020-09-17 00:00:00+00:00,THU
3038,1,2020-09-17 00:00:00+00:00,THU
3039,3,2020-07-23 16:00:00+00:00,FRI
3040,1,2020-09-10 00:00:00+00:00,THU
3041,1,2020-09-13 10:00:00+00:00,SUN
3042,1,2020-09-04 00:00:00+00:00,FRI
3043,1,2020-08-07 00:00:00+00:00,FRI
3044,1,2020-09-04 00:00:00+00:00,FRI
3045,1,2020-08-23 00:00:00+00:00,SUN
3046,1,2020-08-29 00:00:00+00:00,SAT
3047,1,2020-08-29 00:00:00+00:00,SAT
3048,1,2020-08-22 00:00:00+00:00,SAT
3049,1,2020-08-26 00:00:00+00:00,WED
3050,1,2020-08-22 00:00:00+00:00,SAT
3051,1,2020-08-24 00:00:00+00:00,MON
3052,1,2020-08-26 00:00:00+00:00,WED
3053,3,2020-04-12 08:00:00+00:00,FRI
3054,1,2020-08-20 00:00:00+00:00,THU
3055,1,2020-08-18 00:00:00+00:00,TUE
3056,1,2020-08-14 00:00:00+00:00,FRI
3057,1,2020-08-01 00:00:00+00:00,SAT
3058,1,2020-08-13 00:00:00+00:00,THU
3059,1,2020-08-11 00:00:00+00:00,TUE
3060,1,2020-08-10 00:00:00+00:00,MON
3061,1,2020-08-11 00:00:00+00:00,TUE
3062,2,2020-05-25 00:00:00+00:00,SAT
3063,1,2020-08-03 00:00:00+00:00,MON
3064,1,2020-07-30 00:00:00+00:00,THU
3065,1,2020-07-31 00:00:00+00:00,FRI
3066,2,2020-06-03 10:50:00+00:00,THU
3067,1,2020-07-25 00:00:00+00:00,SAT
3068,1,2020-07-15 00:00:00+00:00,WED
3069,1,2020-07-18 00:00:00+00:00,SAT
3070,1,2020-07-11 00:00:00+00:00,SAT
3071,1,2020-07-15 00:00:00+00:00,WED
3072,1,2020-07-14 00:00:00+00:00,TUE
3073,1,2020-06-30 00:00:00+00:00,TUE
3074,1,2020-07-10 00:00:00+00:00,FRI
3075,1,2020-07-10 00:00:00+00:00,FRI
3076,1,2020-07-04 00:00:00+00:00,SAT
3077,1,2020-07-06 01:22:00+00:00,MON
3078,1,2020-07-01 00:00:00+00:00,WED
3079,1,2020-05-05 00:00:00+00:00,TUE
3080,1,2020-06-30 00:00:00+00:00,TUE
3081,1,2020-06-28 00:00:00+00:00,SUN
3082,1,2020-06-22 00:00:00+00:00,MON
3083,1,2020-06-06 00:00:00+00:00,SAT
3084,1,2020-06-18 00:00:00+00:00,THU
3085,1,2020-06-20 00:00:00+00:00,SAT
3086,1,2020-06-18 00:00:00+00:00,THU
3087,1,2020-06-19 00:00:00+00:00,FRI
3088,2,2020-05-27 12:00:00+00:00,WED
3089,1,2020-06-11 00:00:00+00:00,THU
3090,1,2020-06-08 00:00:00+00:00,MON
3091,1,2020-06-10 00:00:00+00:00,WED
3092,1,2020-06-13 00:00:00+00:00,SAT
3093,1,2020-06-11 00:00:00+00:00,THU
3094,1,2020-06-13 00:00:00+00:00,SAT
3095,1,2020-06-11 00:00:00+00:00,THU
3096,1,2020-06-10 00:00:00+00:00,WED
3097,2,2020-05-12 00:00:00+00:00,TUE
3098,1,2020-05-31 00:00:00+00:00,SUN
3099,1,2020-05-19 00:00:00+00:00,TUE
3100,1,2020-05-20 00:00:00+00:00,WED
3101,1,2020-05-18 00:00:00+00:00,MON
3102,1,2020-05-16 00:00:00+00:00,SAT
3103,1,2020-05-17 00:00:00+00:00,SUN
3104,1,2020-05-12 00:00:00+00:00,TUE
3105,2,2020-04-26 12:00:00+00:00,WED
3106,1,2020-05-10 00:00:00+00:00,SUN
3107,1,2020-05-03 00:00:00+00:00,SUN
3108,1,2020-05-08 00:00:00+00:00,FRI
3109,1,2020-04-29 00:00:00+00:00,WED
3110,1,2020-05-12 00:00:00+00:00,TUE
3111,1,2020-05-12 00:00:00+00:00,TUE
3112,1,2020-05-09 00:00:00+00:00,SAT
3113,2,2020-04-08 12:00:00+00:00,THU
3114,1,2020-05-07 00:00:00+00:00,THU
3115,1,2020-05-05 00:00:00+00:00,TUE
3116,1,2020-05-03 00:00:00+00:00,SUN
3117,1,2020-05-04 00:00:00+00:00,MON
3118,1,2020-05-02 00:00:00+00:00,SAT
3119,1,2020-04-26 00:00:00+00:00,SUN
3120,1,2020-04-12 00:00:00+00:00,SUN
3121,1,2020-04-18 00:00:00+00:00,SAT
3122,1,2020-04-20 00:00:00+00:00,MON
3123,1,2020-04-18 00:00:00+00:00,SAT
3124,1,2020-04-11 00:00:00+00:00,SAT
3125,1,2020-04-11 00:00:00+00:00,SAT
3126,1,2020-04-16 00:00:00+00:00,THU
3127,1,2020-04-14 00:00:00+00:00,TUE
3128,1,2020-04-09 00:00:00+00:00,THU
3129,1,2020-04-04 00:00:00+00:00,SAT
3130,1,2020-03-28 00:00:00+00:00,SAT
3131,1,2020-03-25 00:00:00+00:00,WED
3132,1,2020-03-22 00:00:00+00:00,SUN
3133,1,2020-03-14 00:00:00+00:00,SAT
3134,1,2020-02-16 22:25:00+00:00,SUN
3135,1,2020-03-10 00:00:00+00:00,TUE
3136,1,2020-03-08 00:00:00+00:00,SUN
3137,1,2020-03-12 00:00:00+00:00,THU
3138,2,2020-02-22 12:00:00+00:00,MON
3139,1,2020-03-09 00:00:00+00:00,MON
3140,1,2020-03-05 00:00:00+00:00,THU
3141,1,2020-02-28 00:00:00+00:00,FRI
3142,1,2020-02-25 00:00:00+00:00,TUE
3143,1,2020-03-03 00:00:00+00:00,TUE
3144,1,2020-02-28 00:00:00+00:00,FRI
3145,1,2020-02-14 00:00:00+00:00,FRI
3146,1,2020-02-22 00:00:00+00:00,SAT
3147,1,2020-02-22 17:14:00+00:00,SAT
3148,1,2020-02-25 00:00:00+00:00,TUE
3149,1,2020-02-05 00:00:00+00:00,WED
3150,1,2020-02-18 00:00:00+00:00,TUE
3151,3,2020-02-11 00:00:00+00:00,TUE
3152,1,2020-02-06 00:00:00+00:00,THU
3153,1,2020-02-12 00:00:00+00:00,WED
3154,1,2020-02-11 00:00:00+00:00,TUE
3155,1,2020-01-31 00:00:00+00:00,FRI
3156,1,2020-01-25 00:00:00+00:00,SAT
3157,1,2020-02-02 00:00:00+00:00,SUN
3158,1,2020-01-29 00:00:00+00:00,WED
3159,1,2020-01-29 00:00:00+00:00,WED
3160,1,2020-02-01 00:00:00+00:00,SAT
3161,1,2020-01-29 00:00:00+00:00,WED
3162,1,2020-02-01 00:00:00+00:00,SAT
3163,1,2020-01-29 00:00:00+00:00,WED
3164,1,2020-02-01 00:00:00+00:00,SAT
3165,1,2020-01-19 00:00:00+00:00,SUN
3166,1,2020-01-21 15:21:00+00:00,TUE
3167,1,2020-01-21 00:00:00+00:00,TUE
3168,1,2020-01-20 00:00:00+00:00,MON
3169,1,2020-01-15 00:00:00+00:00,WED
3170,1,2020-01-14 00:00:00+00:00,TUE
3171,1,2020-01-18 00:00:00+00:00,SAT
3172,1,2020-01-16 00:00:00+00:00,THU
3173,1,2020-01-14 00:00:00+00:00,TUE
3174,1,2020-01-09 00:00:00+00:00,THU
3175,1,2020-01-01 20:00:00+00:00,WED
3176,2,2020-01-26 12:00:00+00:00,SAT
3177,9,2020-12-26 08:00:00+00:00,THU
3178,8,2020-05-05 02:30:00+00:00,WED
3179,3,2020-02-01 00:00:00+00:00,WED
3180,1,2020-01-06 00:00:00+00:00,MON
3181,2,2020-04-18 12:00:00+00:00,WED
3182,1,2020-01-05 00:00:00+00:00,SUN
3183,4,2020-09-22 06:00:00+00:00,SUN
3184,1,2020-01-09 00:00:00+00:00,THU
3185,1,2020-01-13 00:00:00+00:00,MON
3186,1,2020-01-13 00:00:00+00:00,MON
3187,1,2020-01-13 00:00:00+00:00,MON
3188,7,2020-09-07 10:17:08.571428608+00:00,MON
3189,2,2020-09-28 00:00:00+00:00,FRI
3190,1,2020-01-16 00:00:00+00:00,THU
3191,1,2020-01-21 00:00:00+00:00,TUE
3192,1,2020-01-03 00:00:00+00:00,FRI
3193,1,2020-01-19 00:00:00+00:00,SUN
3194,1,2020-01-17 00:00:00+00:00,FRI
3195,1,2020-01-25 00:00:00+00:00,SAT
3196,2,2020-05-24 12:00:00+00:00,THU
3197,1,2020-02-07 00:00:00+00:00,FRI
3198,1,2020-02-07 00:00:00+00:00,FRI
3199,4,2021-01-04 06:00:00+00:00,MON
3200,1,2020-02-11 00:00:00+00:00,TUE
3201,1,2020-02-14 09:30:00+00:00,FRI
3202,5,2020-09-10 19:12:00+00:00,THU
3203,2,2020-02-12 12:00:00+00:00,TUE
3204,1,2020-02-05 00:00:00+00:00,WED
3205,2,2020-06-28 00:00:00+00:00,SAT
3206,1,2020-02-21 00:00:00+00:00,FRI
3207,1,2020-02-23 00:00:00+00:00,SUN
3208,2,2020-11-14 00:00:00+00:00,FRI
3209,1,2020-01-09 20:48:00+00:00,THU
3210,1,2020-02-26 00:00:00+00:00,WED
3211,1,2020-03-03 00:00:00+00:00,TUE
3212,1,2020-03-01 00:00:00+00:00,SUN
3213,1,2020-03-07 00:00:00+00:00,SAT
3214,1,2020-03-03 00:00:00+00:00,TUE
3215,1,2020-02-26 00:00:00+00:00,WED
3216,1,2020-03-05 00:00:00+00:00,THU
3217,1,2020-03-10 00:00:00+00:00,TUE
3218,1,2020-03-11 00:00:00+00:00,WED
3219,1,2020-03-11 00:00:00+00:00,WED
3220,2,2020-07-21 00:00:00+00:00,MON
3221,2,2020-12-13 00:00:00+00:00,SAT
3222,1,2020-03-06 00:00:00+00:00,FRI
3223,1,2020-03-06 00:00:00+00:00,FRI
3224,4,2020-06-11 00:00:00+00:00,WED
3225,3,2020-05-28 00:00:00+00:00,TUE
3226,1,2020-03-10 00:00:00+00:00,TUE
3227,1,2020-03-15 00:00:00+00:00,SUN
3228,1,2020-03-16 20:00:00+00:00,MON
3229,2,2021-03-21 12:00:00+00:00,FRI
3230,1,2020-03-27 00:00:00+00:00,FRI
3231,1,2020-03-28 00:00:00+00:00,SAT
3232,1,2020-03-30 00:00:00+00:00,MON
3233,1,2020-03-31 00:00:00+00:00,TUE
3234,4,2020-07-29 18:00:00+00:00,SUN
3235,1,2020-04-11 00:00:00+00:00,SAT
3236,1,2020-04-03 00:00:00+00:00,FRI
3237,1,2020-04-06 00:00:00+00:00,MON
3238,1,2020-04-16 00:00:00+00:00,THU
3239,1,2020-04-21 00:00:00+00:00,TUE
3240,3,2021-02-06 08:00:00+00:00,WED
3241,1,2020-04-22 00:00:00+00:00,WED
3242,2,2020-07-05 00:00:00+00:00,WED
3243,1,2020-04-19 00:00:00+00:00,SUN
3244,1,2020-04-20 00:00:00+00:00,MON
3245,15,2020-12-24 11:12:00+00:00,SAT
3246,1,2020-04-28 00:00:00+00:00,TUE
3247,1,2020-05-06 00:00:00+00:00,WED
3248,2,2021-05-08 00:00:00+00:00,FRI
3249,1,2020-05-07 00:00:00+00:00,THU
3250,1,2020-05-09 00:00:00+00:00,SAT
3251,1,2020-05-04 00:00:00+00:00,MON
3252,2,2020-11-27 00:00:00+00:00,TUE
3253,1,2020-05-15 00:00:00+00:00,FRI
3254,1,2020-05-16 00:00:00+00:00,SAT
3255,1,2020-06-05 00:00:00+00:00,FRI
3256,1,2020-06-02 00:00:00+00:00,TUE
3257,1,2020-06-10 00:00:00+00:00,WED
3258,1,2020-06-09 00:00:00+00:00,TUE
3259,1,2020-06-14 00:00:00+00:00,SUN
3260,1,2020-06-12 00:00:00+00:00,FRI
3261,1,2020-06-17 00:00:00+00:00,WED
3262,1,2020-06-17 00:00:00+00:00,WED
3263,1,2020-06-17 00:00:00+00:00,WED
3264,1,2020-06-19 00:00:00+00:00,FRI
3265,3,2021-02-28 08:00:00+00:00,THU
3266,1,2020-06-22 00:00:00+00:00,MON
3267,1,2020-06-20 00:00:00+00:00,SAT
3268,1,2020-06-21 00:00:00+00:00,SUN
