cluster,num_of_accidents,at_intersection,total_vehicles,avg_vehicles,average_days_ago,avg_accident_time,kmeans_cluster,agglomerative_cluster
513,1,1.0,2,2.0,696,17879,2,2
514,2,0.0,3,1.5,829,5010,4,1
515,1,0.0,1,1.0,691,2520,4,6
516,3,0.3333333333333333,6,2.0,797,81480,0,3
517,2,0.0,4,2.0,504,81780,0,0
518,26,0.9230769230769232,51,1.9615384615384612,728,85660,6,4
519,6,0.5,17,2.833333333333333,535,74504,3,3
520,56,0.5892857142857143,114,2.0357142857142856,633,14986,1,5
521,3,0.3333333333333333,6,2.0,760,73730,0,3
522,1,1.0,1,1.0,690,20760,2,2
523,2,0.0,2,1.0,908,66840,0,0
524,6,0.8333333333333334,12,2.0,863,79651,3,3
525,11,0.8181818181818182,45,4.090909090909091,606,69031,6,4
526,1,0.0,2,2.0,698,10199,4,1
527,2,0.5,2,1.0,606,66030,0,3
528,15,0.7333333333333333,32,2.1333333333333333,662,69945,6,4
529,1,1.0,2,2.0,698,18600,2,2
530,16,0.5625,32,2.0,747,20498,6,2
531,6,0.8333333333333334,14,2.333333333333333,521,10845,2,2
532,9,0.7777777777777778,17,1.8888888888888888,561,66919,3,3
533,1,0.0,2,2.0,688,7800,4,1
534,4,0.25,8,2.0,750,12992,4,2
535,4,0.5,7,1.75,737,75234,3,3
536,1,1.0,2,2.0,692,20940,2,2
537,2,1.0,5,2.5,838,66600,3,3
538,8,0.625,16,2.0,504,14504,2,2
539,1,0.0,3,3.0,689,16979,5,1
540,5,0.6,4,0.8,821,262,4,2
541,1,0.0,2,2.0,685,68400,0,0
542,1,1.0,2,2.0,684,10799,2,2
543,4,1.0,10,2.5,575,15671,2,2
544,7,0.8571428571428571,14,2.0,508,7771,2,2
545,15,0.8,30,2.0,644,66786,6,4
546,8,0.25,16,2.0,657,12003,5,2
547,4,0.5,7,1.75,847,20456,2,2
548,1,0.0,2,2.0,693,70201,0,0
549,1,1.0,2,2.0,692,12540,2,2
550,1,0.0,1,1.0,691,8340,4,6
551,13,1.0,25,1.9230769230769231,619,85611,3,3
552,1,1.0,2,2.0,705,79200,3,3
553,7,1.0,11,1.5714285714285714,420,20107,2,2
554,1,0.0,1,1.0,683,77760,0,0
555,3,0.6666666666666666,5,1.6666666666666667,526,69209,3,3
556,1,1.0,2,2.0,682,9840,2,2
557,1,0.0,1,1.0,694,719,4,6
558,1,0.0,2,2.0,682,84601,0,0
559,8,1.0,17,2.125,1065,18939,2,2
560,10,0.8,17,1.7,589,65799,3,3
561,1,0.0,2,2.0,681,13500,4,1
562,25,0.76,53,2.12,625,10497,6,4
563,8,0.25,14,1.75,559,85626,0,3
564,2,0.5,3,1.5,491,69510,3,3
565,1,0.0,2,2.0,683,81360,0,0
566,5,0.2,7,1.4,771,7089,4,2
567,1,1.0,2,2.0,686,16199,2,2
568,2,0.0,3,1.5,547,6599,4,6
569,1,0.0,2,2.0,683,2220,4,1
570,13,0.8461538461538461,22,1.6923076923076923,533,73492,3,3
571,1,1.0,1,1.0,686,12600,2,2
572,22,0.5,48,2.1818181818181817,465,70170,6,4
573,6,0.6666666666666666,11,1.8333333333333333,459,67976,3,3
574,9,0.2222222222222222,22,2.4444444444444446,920,15362,5,2
575,1,1.0,1,1.0,680,3959,2,2
576,1,1.0,1,1.0,687,7680,2,2
577,3,0.3333333333333333,5,1.6666666666666667,617,77820,0,3
578,3,0.3333333333333333,7,2.333333333333333,398,19708,5,6
579,7,0.0,6,0.8571428571428571,657,81311,0,0
580,16,0.5,35,2.1875,841,10111,6,2
581,3,1.0,6,2.0,239,1260,2,2
582,1,0.0,2,2.0,679,81900,0,0
583,4,0.75,8,2.0,835,21159,2,2
584,1,0.0,2,2.0,684,65400,0,0
585,1,0.0,2,2.0,685,71400,0,0
586,1,1.0,2,2.0,677,73860,3,3
587,1,0.0,2,2.0,680,3299,4,1
588,2,1.0,4,2.0,608,7230,2,2
589,19,0.8947368421052632,41,2.1578947368421053,659,74948,6,4
590,3,0.0,4,1.3333333333333333,481,67437,0,0
591,3,1.0,6,2.0,736,9957,2,2
592,33,0.9090909090909092,70,2.121212121212121,635,78181,6,4
593,1,0.0,3,3.0,672,1260,5,1
594,8,0.5,15,1.875,560,66352,3,3
595,22,0.7272727272727273,41,1.8636363636363635,684,71708,6,4
596,4,0.0,6,1.5,454,8721,4,6
597,1,0.0,1,1.0,672,7559,4,6
598,1,0.0,1,1.0,686,8160,4,6
599,8,0.625,10,1.25,723,68192,3,3
600,1,0.0,2,2.0,686,4980,4,1
601,16,0.9375,31,1.9375,638,77283,6,4
602,5,0.8,7,1.4,397,9180,2,2
603,26,0.6153846153846154,51,1.9615384615384612,539,86258,6,4
604,7,0.4285714285714285,12,1.7142857142857142,740,20990,2,2
605,3,0.6666666666666666,7,2.333333333333333,351,66574,3,3
606,4,0.25,9,2.25,244,19077,5,6
607,1,0.0,1,1.0,685,84601,0,0
608,9,0.4444444444444444,19,2.111111111111111,516,13669,2,2
609,1,0.0,2,2.0,671,66180,0,0
610,21,0.6190476190476191,47,2.238095238095238,590,20086,6,4
611,8,0.5,17,2.125,562,10396,2,2
612,13,0.5384615384615384,24,1.8461538461538465,667,68917,6,4
613,2,0.0,4,2.0,431,5549,5,6
614,5,1.0,11,2.2,430,975,2,2
615,8,0.75,16,2.0,807,1049,2,2
616,18,0.6111111111111112,31,1.7222222222222223,688,69758,6,4
617,2,0.5,6,3.0,576,79350,3,3
618,2,0.5,4,2.0,750,659,2,2
619,15,0.6,34,2.2666666666666666,606,9771,6,2
620,2,0.0,2,1.0,884,85741,0,0
621,8,1.0,15,1.875,764,79611,3,3
622,1,1.0,2,2.0,753,20760,2,2
623,2,0.5,4,2.0,629,4019,2,2
624,9,0.5555555555555556,17,1.8888888888888888,377,73040,3,3
625,1,0.0,3,3.0,677,85020,5,1
626,1,0.0,1,1.0,677,82800,0,0
627,4,1.0,5,1.25,600,20479,2,2
628,1,1.0,1,1.0,677,85560,3,3
629,6,0.5,13,2.1666666666666665,746,20379,2,2
630,1,1.0,2,2.0,664,5399,2,2
631,1,0.0,1,1.0,682,70260,0,0
632,13,0.7692307692307693,30,2.3076923076923075,551,18862,6,2
633,4,1.0,8,2.0,857,21266,2,2
634,3,1.0,6,2.0,633,11239,2,2
635,20,0.85,43,2.15,720,11594,6,4
636,1,1.0,2,2.0,667,19859,2,2
637,2,0.5,4,2.0,590,6299,2,2
638,1,0.0,1,1.0,663,79620,0,0
639,1,0.0,2,2.0,675,77820,0,0
640,13,0.5384615384615384,23,1.7692307692307692,406,7124,2,2
641,1,0.0,2,2.0,703,4080,4,1
642,1,0.0,1,1.0,662,82500,0,0
643,18,0.8888888888888888,37,2.055555555555556,636,18586,6,2
644,2,0.0,4,2.0,615,11009,5,6
645,1,0.0,1,1.0,666,10499,4,6
646,2,1.0,4,2.0,988,15750,2,2
647,12,0.0833333333333333,21,1.75,792,13136,4,2
648,1,0.0,1,1.0,660,17280,4,6
649,1,0.0,2,2.0,661,69001,0,0
650,1,0.0,2,2.0,659,75301,0,0
651,25,0.64,49,1.96,578,73258,6,4
652,23,0.7391304347826086,49,2.130434782608696,630,85249,6,4
653,2,0.0,4,2.0,422,84870,0,0
654,5,1.0,10,2.0,514,80060,3,3
655,26,0.8846153846153846,57,2.1923076923076925,615,66896,6,4
656,5,0.6,10,2.0,485,84213,3,3
657,3,0.6666666666666666,6,2.0,369,7744,2,2
658,1,1.0,2,2.0,657,67800,3,3
659,6,0.5,12,2.0,795,71803,3,3
660,8,0.125,19,2.375,548,14111,5,2
661,5,0.4,9,1.8,680,4588,2,2
662,4,0.75,5,1.25,497,82127,3,3
663,9,0.7777777777777778,19,2.111111111111111,748,79762,3,3
664,1,1.0,2,2.0,656,16139,2,2
665,38,0.4736842105263157,81,2.131578947368421,547,11217,6,4
666,6,1.0,11,1.8333333333333333,660,71615,3,3
667,17,0.8823529411764706,28,1.6470588235294117,584,8349,6,2
668,1,0.0,1,1.0,655,19020,4,6
669,3,0.3333333333333333,5,1.6666666666666667,793,81734,0,3
670,2,0.0,4,2.0,782,3899,4,1
671,2,0.5,6,3.0,719,4350,5,2
672,1,1.0,2,2.0,697,10799,2,2
673,1,0.0,1,1.0,671,66841,0,0
674,3,0.3333333333333333,6,2.0,870,17884,4,2
675,13,0.6153846153846154,26,2.0,509,70375,6,3
676,2,1.0,4,2.0,726,70920,3,3
677,1,0.0,2,2.0,653,80880,0,0
678,6,0.3333333333333333,9,1.5,560,79573,0,3
679,10,0.8,20,2.0,820,15806,2,2
680,13,0.8461538461538461,28,2.1538461538461537,616,17486,6,2
681,2,0.0,5,2.5,1008,82800,0,1
682,53,0.7924528301886793,108,2.037735849056604,716,67229,1,5
683,29,0.6551724137931034,68,2.3448275862068964,611,66664,6,4
684,3,0.6666666666666666,6,2.0,724,11461,2,2
685,1,0.0,1,1.0,652,9000,4,6
686,1,0.0,1,1.0,660,82140,0,0
687,3,0.3333333333333333,6,2.0,752,82804,0,3
688,2,0.0,3,1.5,988,18810,4,1
689,1,1.0,2,2.0,654,5519,2,2
690,7,0.2857142857142857,7,1.0,752,68553,0,0
691,1,1.0,2,2.0,654,71100,3,3
692,1,0.0,1,1.0,653,81360,0,0
693,3,0.6666666666666666,6,2.0,861,79615,3,3
694,4,0.5,9,2.25,629,67553,3,3
695,1,0.0,1,1.0,656,14700,4,6
696,3,1.0,6,2.0,533,20284,2,2
697,2,0.0,3,1.5,339,13410,4,6
698,9,0.7777777777777778,16,1.7777777777777777,614,65943,3,3
699,2,0.0,3,1.5,781,15119,4,6
700,5,0.8,10,2.0,598,4878,2,2
701,3,0.0,3,1.0,573,6218,4,6
702,19,0.7894736842105263,40,2.1052631578947367,527,20655,6,2
703,10,0.7,20,2.0,584,17190,2,2
704,1,0.0,2,2.0,653,8939,4,1
705,1,0.0,1,1.0,653,13199,4,6
706,6,0.8333333333333334,7,1.1666666666666667,683,3160,2,2
707,1,0.0,2,2.0,649,74281,0,0
708,1,0.0,2,2.0,647,8159,4,1
709,2,0.0,5,2.5,572,10260,5,1
710,23,0.6956521739130435,47,2.0434782608695654,539,4130,6,4
711,27,0.8148148148148148,54,2.0,512,71766,6,4
712,2,1.0,4,2.0,762,9990,2,2
713,1,0.0,1,1.0,645,75480,0,0
714,3,0.6666666666666666,6,2.0,858,7802,2,2
715,1,0.0,2,2.0,650,70201,0,0
716,1,0.0,2,2.0,665,85500,0,0
717,6,1.0,12,2.0,673,76967,3,3
718,1,0.0,1,1.0,645,15600,4,6
719,1,0.0,3,3.0,652,65280,5,1
720,9,0.8888888888888888,16,1.7777777777777777,369,3693,2,2
721,12,0.5833333333333334,30,2.5,519,15276,6,2
722,7,0.2857142857142857,10,1.4285714285714286,594,71860,0,3
723,16,0.5625,33,2.0625,578,64912,6,4
724,3,1.0,4,1.3333333333333333,683,21489,2,2
725,2,0.5,3,1.5,486,20160,2,2
726,2,0.0,4,2.0,503,19139,5,6
727,1,1.0,1,1.0,640,18659,2,2
728,1,0.0,1,1.0,663,67860,0,0
729,2,0.5,4,2.0,536,14999,2,2
730,18,0.7222222222222222,37,2.055555555555556,703,72032,6,4
731,24,0.75,43,1.7916666666666667,624,6785,6,4
732,5,0.2,6,1.2,717,20010,4,6
733,9,0.5555555555555556,18,2.0,642,71811,3,3
734,1,0.0,2,2.0,638,72000,0,0
735,2,0.5,4,2.0,469,11940,2,2
736,5,0.6,10,2.0,856,83049,3,3
737,4,1.0,7,1.75,430,10267,2,2
738,3,0.6666666666666666,6,2.0,591,81541,3,3
739,5,0.6,10,2.0,572,20064,2,2
740,1,0.0,2,2.0,657,16200,5,1
741,9,0.6666666666666666,16,1.7777777777777777,654,83332,3,3
742,10,0.6,17,1.7,620,79275,3,3
743,2,0.0,2,1.0,699,82830,0,0
744,1,0.0,1,1.0,648,4200,4,6
745,4,1.0,7,1.75,758,70866,3,3
746,4,0.0,5,1.25,848,81902,0,0
747,1,1.0,2,2.0,639,18780,2,2
748,2,0.0,3,1.5,409,11969,4,6
749,1,0.0,2,2.0,640,11759,5,1
750,10,0.7,20,2.0,945,18903,2,2
751,2,1.0,4,2.0,688,67650,3,3
752,1,1.0,2,2.0,637,14280,2,2
753,7,0.7142857142857143,14,2.0,629,74643,3,3
754,1,1.0,1,1.0,633,68760,3,3
755,1,0.0,2,2.0,637,10020,5,1
756,16,0.5625,32,2.0,488,19928,6,2
757,1,1.0,2,2.0,645,12599,2,2
758,6,1.0,12,2.0,561,9097,2,2
759,8,0.125,8,1.0,468,12993,4,6
760,4,0.75,8,2.0,347,7309,2,2
761,1,0.0,1,1.0,638,2700,4,6
762,1,0.0,1,1.0,638,8640,4,6
763,3,0.6666666666666666,6,2.0,327,10530,2,2
764,3,0.3333333333333333,4,1.3333333333333333,639,65329,0,3
765,5,0.6,10,2.0,883,16589,2,2
766,1,1.0,1,1.0,632,3239,2,2
767,10,0.9,21,2.1,650,65291,3,3
768,24,0.625,54,2.25,654,12999,6,4
769,2,1.0,4,2.0,974,66450,3,3
770,9,0.7777777777777778,17,1.8888888888888888,646,64805,3,3
771,1,0.0,2,2.0,631,10380,5,1
772,3,0.3333333333333333,8,2.6666666666666665,1099,14913,5,2
773,11,0.9090909090909092,25,2.272727272727273,440,68914,3,3
774,3,1.0,6,2.0,746,71944,3,3
775,7,0.1428571428571428,10,1.4285714285714286,550,10154,4,6
776,1,0.0,1,1.0,624,80100,0,0
777,2,1.0,4,2.0,364,83100,3,3
778,1,0.0,2,2.0,634,4500,4,1
779,2,0.0,3,1.5,499,67590,0,0
780,2,1.0,4,2.0,990,85800,3,3
781,5,0.8,12,2.4,1003,3919,2,2
782,1,1.0,2,2.0,627,2100,2,2
783,1,0.0,2,2.0,635,11219,5,1
784,4,0.5,10,2.5,594,6341,5,2
785,4,0.75,6,1.5,586,20684,2,2
786,4,0.75,8,2.0,547,235,2,2
787,1,0.0,2,2.0,624,8939,5,1
788,12,0.8333333333333334,30,2.5,744,73954,6,3
789,1,0.0,2,2.0,623,79620,0,0
790,6,0.5,8,1.3333333333333333,756,21392,2,2
791,1,0.0,2,2.0,620,17699,5,1
792,23,0.4347826086956521,43,1.8695652173913044,536,69864,6,4
793,7,0.5714285714285714,15,2.142857142857143,592,3706,2,2
794,2,0.0,2,1.0,713,66120,0,0
795,1,1.0,1,1.0,619,479,2,2
796,10,0.7,19,1.9,595,11088,2,2
797,1,0.0,0,0.0,663,8220,4,0
798,5,0.8,14,2.8,584,67421,3,3
799,17,0.7647058823529411,32,1.8823529411764703,522,17883,6,2
800,1,1.0,2,2.0,618,79140,3,3
801,7,0.4285714285714285,18,2.571428571428572,578,12037,5,2
802,1,0.0,1,1.0,618,18840,4,6
803,6,0.8333333333333334,10,1.6666666666666667,833,7638,2,2
804,1,1.0,2,2.0,618,67920,3,3
805,14,0.7857142857142857,24,1.7142857142857142,673,19258,6,2
806,1,0.0,2,2.0,618,67800,0,0
807,1,0.0,2,2.0,629,74400,0,0
808,1,0.0,2,2.0,630,75900,0,0
809,1,0.0,1,1.0,618,21599,4,6
810,11,0.4545454545454545,19,1.7272727272727273,725,67363,3,3
811,1,0.0,1,1.0,618,72000,0,0
812,6,0.0,8,1.3333333333333333,491,8907,4,6
813,1,1.0,1,1.0,618,4140,2,2
814,1,0.0,1,1.0,612,900,4,6
815,1,1.0,1,1.0,609,75600,3,3
816,1,1.0,2,2.0,609,10080,2,2
817,1,0.0,1,1.0,624,80880,0,0
818,1,0.0,1,1.0,618,67320,0,0
819,1,0.0,1,1.0,618,239,4,6
820,5,0.4,9,1.8,583,21413,2,2
821,4,0.25,8,2.0,488,10769,5,2
822,4,0.25,7,1.75,611,7052,4,2
823,1,0.0,1,1.0,614,72601,0,0
824,29,0.896551724137931,57,1.9655172413793105,600,73985,6,4
825,7,0.1428571428571428,12,1.7142857142857142,409,10803,5,2
826,10,0.3,20,2.0,646,73808,0,3
827,1,0.0,3,3.0,605,84300,5,1
828,1,1.0,2,2.0,612,79320,3,3
829,1,0.0,1,1.0,629,8999,4,6
830,10,1.0,19,1.9,554,73504,3,3
831,1,0.0,2,2.0,607,17280,5,1
832,1,0.0,1,1.0,610,83880,0,0
833,18,0.5555555555555556,42,2.333333333333333,528,74821,6,4
834,1,0.0,1,1.0,603,18000,4,6
835,1,0.0,1,1.0,600,80220,0,0
836,1,0.0,1,1.0,620,12420,4,6
837,1,1.0,2,2.0,601,20399,2,2
838,1,0.0,2,2.0,601,66300,0,0
839,1,0.0,2,2.0,474,85200,0,0
840,13,0.9230769230769232,27,2.076923076923077,485,14534,6,2
841,1,0.0,1,1.0,469,8699,4,6
842,1,0.0,1,1.0,496,74701,0,0
843,2,0.0,4,2.0,533,70530,0,0
844,2,0.0,5,2.5,600,83850,0,1
845,18,0.7222222222222222,36,2.0,717,21128,6,2
846,5,0.4,9,1.8,363,5309,2,2
847,3,1.0,6,2.0,833,67982,3,3
848,2,0.0,2,1.0,289,70050,0,0
849,1,1.0,2,2.0,486,11579,2,2
850,2,0.5,4,2.0,888,13499,2,2
851,1,0.0,3,3.0,481,67140,5,1
852,6,1.0,13,2.1666666666666665,614,65120,3,3
853,28,0.6785714285714286,56,2.0,576,72258,6,4
854,4,1.0,7,1.75,455,73234,3,3
855,1,0.0,0,0.0,467,6300,4,0
856,1,0.0,2,2.0,473,65040,0,0
857,22,0.5454545454545454,41,1.8636363636363635,678,10002,6,4
858,1,0.0,2,2.0,473,76200,0,0
859,22,0.7727272727272727,37,1.681818181818182,591,79286,6,4
860,2,0.0,6,3.0,449,21060,5,6
861,1,1.0,2,2.0,464,1620,2,2
862,2,0.5,4,2.0,460,64860,3,3
863,7,0.8571428571428571,11,1.5714285714285714,614,7497,2,2
864,1,0.0,3,3.0,466,7200,5,6
865,1,0.0,2,2.0,479,10980,5,6
866,1,0.0,1,1.0,467,77160,0,0
867,3,0.6666666666666666,5,1.6666666666666667,462,19391,2,2
868,2,0.0,2,1.0,369,67260,0,0
869,16,0.875,33,2.0625,693,8892,6,2
870,1,0.0,2,2.0,472,20700,5,6
871,1,1.0,2,2.0,468,7200,2,2
872,1,0.0,1,1.0,462,78240,0,0
873,7,0.2857142857142857,12,1.7142857142857142,513,71947,0,3
874,2,0.5,5,2.5,692,77550,3,3
875,1,0.0,2,2.0,577,19800,5,6
876,2,0.5,4,2.0,496,65280,3,3
877,4,0.75,8,2.0,510,79236,3,3
878,4,0.5,2,0.5,337,75867,0,3
879,3,0.6666666666666666,6,2.0,261,6819,2,2
880,2,0.0,5,2.5,537,1260,5,1
881,6,0.8333333333333334,9,1.5,353,16384,2,2
882,2,0.5,3,1.5,897,84450,3,3
883,3,0.6666666666666666,6,2.0,348,5999,2,2
884,2,0.5,4,2.0,895,79501,3,3
885,3,0.3333333333333333,2,0.6666666666666666,633,18614,4,6
886,2,0.0,2,1.0,313,84360,0,0
887,1,0.0,1,1.0,516,3239,4,6
888,3,1.0,6,2.0,868,6499,2,2
889,1,0.0,1,1.0,464,20700,4,6
890,3,0.6666666666666666,4,1.3333333333333333,378,5850,2,2
891,2,0.5,6,3.0,819,11940,5,2
892,1,1.0,2,2.0,464,18899,2,2
893,1,0.0,1,1.0,458,13919,4,6
894,1,0.0,2,2.0,456,13500,5,6
895,2,0.0,4,2.0,888,71370,0,1
896,3,0.3333333333333333,4,1.3333333333333333,855,1525,4,2
897,2,1.0,4,2.0,254,11070,2,2
898,1,1.0,2,2.0,471,67560,3,3
899,9,0.7777777777777778,14,1.5555555555555556,624,19325,2,2
900,1,1.0,2,2.0,456,5399,2,2
901,1,1.0,1,1.0,458,9060,2,2
902,1,0.0,2,2.0,469,7200,5,6
903,2,0.5,2,1.0,779,77250,0,3
904,3,0.0,6,2.0,438,66698,0,0
905,15,0.3333333333333333,28,1.8666666666666667,782,19254,6,2
906,1,0.0,1,1.0,453,69480,0,0
907,3,0.6666666666666666,6,2.0,863,67246,3,3
908,1,0.0,2,2.0,478,8580,5,6
909,1,0.0,2,2.0,454,86101,0,0
910,7,0.1428571428571428,14,2.0,572,70254,0,3
911,2,1.0,3,1.5,337,5220,2,2
912,12,0.5833333333333334,23,1.9166666666666667,612,86300,3,3
913,5,0.6,12,2.4,775,82698,3,3
914,2,1.0,4,2.0,323,79500,3,3
915,11,1.0,16,1.4545454545454546,641,9772,2,2
916,2,1.0,4,2.0,522,3810,2,2
917,2,0.5,4,2.0,510,79890,3,3
918,1,0.0,2,2.0,457,2700,5,6
919,4,0.75,7,1.75,699,886,2,2
920,2,0.5,4,2.0,385,69510,3,3
921,1,1.0,1,1.0,450,68100,3,3
922,3,0.0,3,1.0,458,358,4,6
923,1,0.0,1,1.0,449,12420,4,6
924,1,0.0,2,2.0,471,80700,0,0
925,2,1.0,4,2.0,340,17220,2,2
926,1,1.0,2,2.0,452,84601,3,3
927,11,0.7272727272727273,25,2.272727272727273,373,8615,2,2
928,1,0.0,2,2.0,453,13680,5,6
929,9,0.4444444444444444,13,1.4444444444444444,901,80010,3,3
930,2,0.5,3,1.5,319,14940,2,2
931,1,0.0,1,1.0,454,4320,4,6
932,6,0.5,8,1.3333333333333333,672,16767,2,2
933,24,1.0,51,2.125,609,16100,6,4
934,1,1.0,2,2.0,476,16079,2,2
935,12,0.9166666666666666,24,2.0,566,82292,3,3
936,9,0.5555555555555556,20,2.2222222222222223,697,18074,2,2
937,1,0.0,2,2.0,451,17159,5,6
938,6,0.3333333333333333,13,2.1666666666666665,563,17116,5,2
939,6,0.0,8,1.3333333333333333,762,14209,4,6
940,4,0.5,8,2.0,646,20489,2,2
941,6,0.3333333333333333,12,2.0,581,5678,2,2
942,3,0.3333333333333333,6,2.0,210,64871,0,3
943,1,1.0,2,2.0,452,65100,3,3
944,4,0.0,5,1.25,667,18702,4,6
945,1,0.0,2,2.0,443,74400,0,0
946,1,1.0,2,2.0,452,5519,2,2
947,5,0.0,10,2.0,695,83919,0,3
948,1,0.0,2,2.0,443,8699,5,6
949,6,0.6666666666666666,10,1.6666666666666667,390,996,2,2
950,9,1.0,17,1.8888888888888888,442,16729,2,2
951,2,0.0,2,1.0,618,5310,4,6
952,2,1.0,4,2.0,442,1649,2,2
953,3,0.0,3,1.0,412,11593,4,6
954,1,0.0,1,1.0,442,69120,0,0
955,3,0.0,4,1.3333333333333333,607,70507,0,0
956,2,0.5,3,1.5,385,73950,3,3
957,1,0.0,2,2.0,444,1200,5,6
958,3,1.0,6,2.0,331,18561,2,2
959,3,1.0,6,2.0,574,15309,2,2
960,1,0.0,1,1.0,443,81720,0,0
961,6,0.6666666666666666,11,1.8333333333333333,310,10775,2,2
962,2,0.5,2,1.0,762,73830,0,3
963,1,1.0,2,2.0,445,69840,3,3
964,1,0.0,3,3.0,561,84660,5,1
965,1,0.0,2,2.0,438,81900,0,0
966,1,0.0,2,2.0,439,6299,5,6
967,1,1.0,1,1.0,450,10799,2,2
968,1,1.0,2,2.0,449,12599,2,2
969,1,0.0,1,1.0,438,11519,4,6
970,1,0.0,1,1.0,442,11999,4,6
971,6,0.8333333333333334,13,2.1666666666666665,602,83740,3,3
972,4,0.5,7,1.75,462,118,2,2
973,1,1.0,2,2.0,438,3599,2,2
974,4,0.25,6,1.5,727,66991,0,3
975,7,1.0,16,2.2857142857142856,658,70245,3,3
976,8,0.375,17,2.125,437,13492,5,2
977,2,0.5,4,2.0,509,8880,2,2
978,22,0.8181818181818182,47,2.136363636363636,455,17439,6,4
979,1,0.0,2,2.0,435,3239,5,6
980,1,0.0,2,2.0,437,11699,5,6
981,2,1.0,4,2.0,435,70080,3,3
982,2,0.5,3,1.5,374,7140,2,2
983,1,0.0,0,0.0,496,3359,4,0
984,1,1.0,2,2.0,443,80220,3,3
985,1,0.0,1,1.0,441,64860,0,0
986,1,0.0,1,1.0,437,1800,4,6
987,16,0.5,36,2.25,422,84065,6,4
988,6,0.5,11,1.8333333333333333,1004,17350,2,2
989,3,0.6666666666666666,4,1.3333333333333333,1004,121,2,2
990,2,1.0,4,2.0,504,72540,3,3
991,1,0.0,2,2.0,434,69720,0,0
992,1,0.0,3,3.0,436,8040,5,6
993,3,0.0,4,1.3333333333333333,489,83706,0,0
994,1,1.0,2,2.0,436,81780,3,3
995,3,0.6666666666666666,6,2.0,664,65660,3,3
996,1,1.0,3,3.0,431,18600,2,2
997,5,0.8,7,1.4,634,72189,3,3
998,3,0.6666666666666666,5,1.6666666666666667,671,20254,2,2
999,1,0.0,3,3.0,433,69420,5,1
1000,1,1.0,1,1.0,431,7320,2,2
1001,9,0.3333333333333333,13,1.4444444444444444,524,81514,0,3
1002,1,0.0,2,2.0,430,70500,0,0
1003,2,0.0,2,1.0,234,1860,4,6
1004,5,0.4,9,1.8,535,72866,0,3
1005,5,0.0,7,1.4,571,15023,4,6
1006,1,1.0,2,2.0,430,21239,2,2
1007,21,0.6666666666666666,42,2.0,664,14656,6,4
1008,1,0.0,1,1.0,433,77160,0,0
1009,7,0.8571428571428571,14,2.0,677,5032,2,2
1010,1,0.0,2,2.0,436,2820,5,6
1011,1,0.0,1,1.0,487,13680,4,6
1012,9,0.4444444444444444,18,2.0,735,4795,2,2
1013,10,0.7,21,2.1,381,9009,2,2
1014,4,1.0,8,2.0,290,17886,2,2
1015,4,0.75,8,2.0,346,9537,2,2
1016,1,0.0,1,1.0,429,180,4,6
1017,1,1.0,2,2.0,439,75600,3,3
1018,4,1.0,7,1.75,810,75168,3,3
1019,2,0.5,3,1.5,320,83910,3,3
1020,1,0.0,2,2.0,424,12599,5,6
1021,2,1.0,4,2.0,235,17460,2,2
1022,1,1.0,2,2.0,436,74160,3,3
1023,2,0.0,4,2.0,585,4859,5,6
1024,2,1.0,5,2.5,488,74520,3,3
1025,1,1.0,1,1.0,424,76500,3,3
1026,2,0.5,5,2.5,714,73500,3,3
1027,3,0.0,6,2.0,610,19834,5,1
1028,1,0.0,1,1.0,420,4440,4,6
1029,1,1.0,1,1.0,424,77221,3,3
1030,1,1.0,2,2.0,422,70140,3,3
1031,5,0.6,10,2.0,286,65034,3,3
1032,2,0.5,4,2.0,711,12659,2,2
1033,3,0.0,3,1.0,827,75165,0,0
1034,6,0.8333333333333334,11,1.8333333333333333,364,78739,3,3
1035,2,1.0,4,2.0,387,69300,3,3
1036,4,0.25,5,1.25,894,15959,4,2
1037,1,0.0,1,1.0,419,82680,0,0
1038,5,0.6,10,2.0,1003,72726,3,3
1039,16,0.5,33,2.0625,791,66240,6,4
1040,4,0.25,8,2.0,1082,15693,4,1
1041,6,0.6666666666666666,10,1.6666666666666667,503,17437,2,2
1042,2,0.5,4,2.0,731,20099,2,2
1043,4,0.5,8,2.0,424,83750,3,3
1044,1,0.0,1,1.0,419,10380,4,6
1045,2,0.0,4,2.0,299,9629,5,6
1046,9,0.6666666666666666,17,1.8888888888888888,576,13375,2,2
1047,2,0.0,5,2.5,318,14699,5,6
1048,17,0.8823529411764706,32,1.8823529411764703,623,68835,6,4
1049,2,1.0,4,2.0,318,10170,2,2
1050,4,0.25,7,1.75,458,18692,5,2
1051,3,0.0,5,1.6666666666666667,702,81132,0,0
1052,3,1.0,7,2.333333333333333,616,14526,2,2
1053,2,0.0,4,2.0,733,1829,4,1
1054,2,1.0,4,2.0,753,85530,3,3
1055,1,1.0,2,2.0,417,76620,3,3
1056,1,1.0,1,1.0,416,75720,3,3
1057,1,0.0,1,1.0,421,66180,0,0
1058,1,0.0,2,2.0,417,18960,5,6
1059,2,0.0,3,1.5,888,1739,4,1
1060,1,1.0,2,2.0,417,15779,2,2
1061,3,0.6666666666666666,5,1.6666666666666667,674,20699,2,2
1062,7,1.0,13,1.8571428571428568,608,2515,2,2
1063,8,0.25,18,2.25,614,1133,5,2
1064,9,0.7777777777777778,17,1.8888888888888888,737,14133,2,2
