cluster,num_of_accidents,at_intersection,total_vehicles,avg_vehicles,average_days_ago,avg_accident_time,kmeans_cluster,agglomerative_cluster
1065,1,1.0,1,1.0,454,13500,2,2
1066,4,0.25,9,2.25,625,84628,0,3
1067,1,0.0,1,1.0,454,69900,0,0
1068,2,1.0,4,2.0,902,3779,2,2
1069,4,1.0,6,1.5,587,4547,2,2
1070,1,0.0,2,2.0,419,77160,0,0
1071,30,0.7666666666666667,56,1.8666666666666667,539,81959,6,4
1072,1,1.0,3,3.0,414,70920,3,3
1073,1,1.0,2,2.0,527,18180,2,2
1074,2,0.5,4,2.0,430,7799,2,2
1075,5,1.0,7,1.4,592,66005,3,3
1076,1,0.0,2,2.0,423,4620,5,6
1077,4,1.0,8,2.0,480,18156,2,2
1078,4,0.75,4,1.0,667,1007,2,2
1079,1,1.0,1,1.0,414,7439,2,2
1080,1,0.0,2,2.0,410,74941,0,0
1081,2,0.0,2,1.0,465,78480,0,0
1082,1,0.0,2,2.0,410,65400,0,0
1083,5,1.0,10,2.0,426,65652,3,3
1084,1,1.0,2,2.0,411,13740,2,2
1085,12,0.3333333333333333,28,2.333333333333333,666,13546,6,2
1086,2,1.0,4,2.0,240,10830,2,2
1087,6,0.3333333333333333,12,2.0,659,77004,0,3
1088,1,0.0,2,2.0,416,86280,0,0
1089,1,0.0,1,1.0,413,13500,4,6
1090,1,1.0,2,2.0,406,82200,3,3
1091,1,1.0,2,2.0,412,17699,2,2
1092,2,1.0,4,2.0,270,69180,3,3
1093,12,0.8333333333333334,20,1.6666666666666667,535,16663,2,2
1094,4,1.0,8,2.0,965,78632,3,3
1095,1,0.0,1,1.0,406,79200,0,0
1096,1,0.0,2,2.0,424,82800,0,0
1097,2,1.0,1,0.5,760,6509,2,2
1098,1,1.0,2,2.0,407,7980,2,2
1099,5,1.0,9,1.8,810,69604,3,3
1100,4,0.75,8,2.0,599,83044,3,3
1101,1,0.0,1,1.0,413,2100,4,6
1102,2,0.5,4,2.0,232,81810,3,3
1103,1,1.0,2,2.0,405,73801,3,3
1104,1,0.0,1,1.0,421,7200,4,6
1105,6,0.5,13,2.1666666666666665,856,12275,2,2
1106,3,0.0,2,0.6666666666666666,675,14505,4,6
1107,2,0.0,4,2.0,276,3630,5,6
1108,1,0.0,2,2.0,415,77100,0,0
1109,1,1.0,3,3.0,417,72000,3,3
1110,3,1.0,5,1.6666666666666667,977,77528,3,3
1111,2,0.5,4,2.0,355,76980,3,3
1112,2,1.0,4,2.0,337,65730,3,3
1113,1,0.0,2,2.0,409,81000,0,0
1114,1,1.0,2,2.0,402,15539,2,2
1115,1,1.0,4,4.0,402,72181,3,3
1116,2,1.0,4,2.0,400,7200,2,2
1117,13,0.8461538461538461,29,2.230769230769231,620,72447,6,3
1118,4,0.75,7,1.75,549,16145,2,2
1119,1,0.0,2,2.0,435,14279,5,6
1120,3,0.0,4,1.3333333333333333,554,3353,4,6
1121,8,0.625,17,2.125,863,16312,2,2
1122,3,1.0,6,2.0,183,9240,2,2
1123,2,0.5,4,2.0,776,18420,2,2
1124,1,0.0,1,1.0,406,9119,4,6
1125,4,0.5,5,1.25,703,73541,0,3
1126,4,1.0,8,2.0,683,8881,2,2
1127,5,0.8,9,1.8,482,71808,3,3
1128,1,1.0,2,2.0,398,16260,2,2
1129,1,0.0,1,1.0,409,7200,4,6
1130,1,0.0,2,2.0,400,7020,5,6
1131,1,1.0,2,2.0,407,83940,3,3
1132,1,0.0,1,1.0,417,2400,4,6
1133,1,0.0,2,2.0,403,1800,5,6
1134,1,1.0,3,3.0,396,13439,2,2
1135,1,1.0,2,2.0,403,83460,3,3
1136,1,0.0,2,2.0,402,84600,0,0
1137,2,0.0,2,1.0,571,9029,4,6
1138,3,0.6666666666666666,7,2.333333333333333,754,68493,3,3
1139,2,1.0,3,1.5,406,6090,2,2
1140,1,0.0,2,2.0,400,21600,5,6
1141,1,0.0,2,2.0,447,12779,5,6
1142,1,0.0,2,2.0,403,19139,5,6
1143,1,0.0,1,1.0,396,19619,4,6
1144,1,0.0,2,2.0,396,66300,0,0
1145,1,0.0,2,2.0,395,74820,0,0
1146,2,0.0,3,1.5,483,15839,4,6
1147,1,0.0,1,1.0,393,17339,4,6
1148,2,0.0,4,2.0,761,15899,4,1
1149,14,0.6428571428571429,28,2.0,690,16404,6,2
1150,1,1.0,2,2.0,392,17280,2,2
1151,2,0.5,4,2.0,449,10950,2,2
1152,6,0.6666666666666666,12,2.0,688,77994,3,3
1153,1,0.0,1,1.0,467,80700,0,0
1154,1,0.0,1,1.0,401,6839,4,6
1155,2,1.0,3,1.5,455,69990,3,3
1156,1,1.0,2,2.0,405,15300,2,2
1157,1,0.0,2,2.0,397,77400,0,0
1158,4,0.5,5,1.25,840,81332,0,3
1159,4,0.75,8,2.0,661,13547,2,2
1160,2,0.0,3,1.5,692,9779,4,6
1161,2,1.0,4,2.0,211,19379,2,2
1162,2,1.0,2,1.0,308,85260,3,3
1163,1,0.0,2,2.0,392,19740,5,6
1164,5,0.4,7,1.4,392,72514,0,3
1165,1,0.0,4,4.0,388,1979,5,1
1166,1,1.0,2,2.0,388,15119,2,2
1167,3,0.6666666666666666,6,2.0,543,20730,2,2
1168,2,1.0,0,0.0,308,79680,3,3
1169,1,1.0,2,2.0,393,1800,2,2
1170,1,1.0,2,2.0,391,5939,2,2
1171,1,0.0,2,2.0,397,13139,5,6
1172,2,0.5,4,2.0,638,69060,3,3
1173,8,1.0,15,1.875,512,78552,3,3
1174,1,0.0,2,2.0,389,66360,0,0
1175,2,0.0,2,1.0,599,82500,0,0
1176,1,0.0,2,2.0,393,12360,5,6
1177,32,0.5625,64,2.0,770,19951,6,4
1178,1,0.0,1,1.0,385,10799,4,6
1179,2,0.0,4,2.0,710,14790,4,1
1180,1,0.0,2,2.0,396,600,5,6
1181,1,0.0,2,2.0,388,75600,0,0
1182,1,1.0,2,2.0,387,12240,2,2
1183,1,1.0,0,0.0,400,8759,2,2
1184,2,0.0,4,2.0,446,16499,5,6
1185,1,0.0,2,2.0,405,19800,5,6
1186,2,0.5,4,2.0,642,16139,2,2
1187,6,0.6666666666666666,11,1.8333333333333333,764,75924,3,3
1188,1,0.0,3,3.0,391,70440,5,1
1189,2,0.0,3,1.5,477,3689,4,6
1190,1,1.0,3,3.0,390,78600,3,3
1191,4,0.75,7,1.75,342,68531,3,3
1192,1,0.0,1,1.0,386,2459,4,6
1193,1,1.0,2,2.0,383,83280,3,3
1194,1,0.0,2,2.0,387,80340,0,0
1195,1,0.0,1,1.0,380,1200,4,6
1196,4,0.0,5,1.25,951,15682,4,1
1197,1,0.0,1,1.0,382,68940,0,0
1198,3,1.0,4,1.3333333333333333,876,12685,2,2
1199,2,0.0,3,1.5,633,17399,4,6
1200,1,0.0,4,4.0,387,77881,5,1
1201,3,0.6666666666666666,5,1.6666666666666667,449,80287,3,3
1202,1,0.0,2,2.0,378,80100,0,0
1203,1,1.0,2,2.0,380,2999,2,2
1204,1,0.0,2,2.0,378,18900,5,6
1205,1,0.0,2,2.0,377,75720,0,0
1206,4,0.5,9,2.25,821,66996,3,3
1207,1,1.0,2,2.0,377,13019,2,2
1208,1,0.0,2,2.0,397,67500,0,0
1209,2,0.5,3,1.5,258,10649,2,2
1210,1,1.0,2,2.0,377,7800,2,2
1211,1,1.0,1,1.0,377,67500,3,3
1212,4,1.0,10,2.5,229,71977,3,3
1213,1,0.0,2,2.0,386,85200,0,0
1214,1,0.0,2,2.0,421,9420,5,6
1215,3,0.0,6,2.0,410,13604,5,6
1216,1,0.0,2,2.0,374,16919,5,6
1217,2,0.0,4,2.0,754,10949,4,1
1218,4,1.0,10,2.5,612,496,2,2
1219,2,0.5,4,2.0,797,4049,2,2
1220,1,0.0,3,3.0,371,66780,5,1
1221,2,0.0,4,2.0,474,5729,5,6
1222,7,0.8571428571428571,13,1.8571428571428568,514,12600,2,2
1223,1,0.0,2,2.0,380,76860,0,0
1224,2,1.0,4,2.0,482,83310,3,3
1225,1,0.0,1,1.0,373,14819,4,6
1226,1,1.0,2,2.0,427,83760,3,3
1227,1,0.0,2,2.0,375,8099,5,6
1228,3,1.0,2,0.6666666666666666,960,84681,3,3
1229,2,0.0,7,3.5,858,12030,5,1
1230,1,1.0,2,2.0,370,82200,3,3
1231,2,0.0,4,2.0,697,72330,0,0
1232,6,0.6666666666666666,12,2.0,365,12559,2,2
1233,1,0.0,2,2.0,373,9119,5,6
1234,1,1.0,2,2.0,383,70440,3,3
1235,1,0.0,2,2.0,366,75900,0,0
1236,1,1.0,3,3.0,379,10320,2,2
1237,2,1.0,4,2.0,301,68700,3,3
1238,5,0.4,10,2.0,524,20044,2,2
1239,6,1.0,11,1.8333333333333333,602,10640,2,2
1240,5,0.0,10,2.0,533,20146,5,2
1241,4,1.0,9,2.25,432,17035,2,2
1242,9,0.6666666666666666,15,1.6666666666666667,736,71323,3,3
1243,1,1.0,2,2.0,367,69900,3,3
1244,1,0.0,1,1.0,390,60,4,6
1245,1,0.0,1,1.0,363,83940,0,0
1246,2,0.0,2,1.0,484,3419,4,6
1247,1,0.0,2,2.0,364,539,5,6
1248,4,0.25,8,2.0,675,13612,4,2
1249,1,0.0,1,1.0,367,12420,4,6
1250,1,0.0,1,1.0,366,84480,0,0
1251,4,0.0,4,1.0,633,76513,0,0
1252,5,1.0,9,1.8,614,83275,3,3
1253,1,1.0,2,2.0,362,81000,3,3
1254,1,1.0,2,2.0,363,74760,3,3
1255,1,0.0,2,2.0,368,69360,0,0
1256,3,0.6666666666666666,6,2.0,664,66397,3,3
1257,3,0.0,6,2.0,830,11639,4,1
1258,2,0.0,3,1.5,632,73650,0,0
1259,8,0.625,16,2.0,680,66477,3,3
1260,7,0.8571428571428571,13,1.8571428571428568,317,11465,2,2
1261,1,0.0,1,1.0,361,1380,4,6
1262,1,0.0,1,1.0,365,82440,0,0
1263,3,0.3333333333333333,5,1.6666666666666667,496,645,4,2
1264,1,0.0,2,2.0,362,65100,0,0
1265,1,1.0,1,1.0,360,72660,3,3
1266,5,0.6,10,2.0,768,84757,3,3
1267,1,0.0,3,3.0,367,19200,5,6
1268,1,0.0,3,3.0,356,10800,5,6
1269,1,0.0,0,0.0,382,9179,4,0
1270,1,0.0,2,2.0,358,84120,0,0
1271,1,1.0,1,1.0,358,5399,2,2
1272,1,0.0,2,2.0,442,76500,0,0
1273,2,1.0,4,2.0,287,16140,2,2
1274,1,0.0,2,2.0,357,18000,5,6
1275,2,0.5,4,2.0,563,10859,2,2
1276,11,0.7272727272727273,24,2.1818181818181817,544,14089,2,2
1277,3,1.0,4,1.3333333333333333,343,12247,2,2
1278,4,0.5,7,1.75,495,79270,3,3
1279,1,1.0,2,2.0,357,83580,3,3
1280,1,1.0,2,2.0,398,14279,2,2
1281,1,1.0,2,2.0,359,17940,2,2
1282,1,1.0,2,2.0,352,75960,3,3
1283,4,0.75,8,2.0,778,13915,2,2
1284,5,0.6,13,2.6,709,12822,2,2
1285,6,0.3333333333333333,12,2.0,405,18880,5,2
1286,3,0.3333333333333333,5,1.6666666666666667,562,4461,4,2
1287,3,1.0,3,1.0,752,77889,3,3
1288,2,1.0,4,2.0,415,8760,2,2
1289,1,0.0,2,2.0,390,13500,5,6
1290,7,0.5714285714285714,12,1.7142857142857142,762,18019,2,2
1291,2,0.5,4,2.0,632,12599,2,2
1292,1,0.0,2,2.0,351,72420,0,0
1293,1,0.0,2,2.0,351,7379,5,6
1294,1,0.0,2,2.0,354,7200,5,6
1295,1,0.0,2,2.0,355,72480,0,0
1296,1,0.0,2,2.0,353,5640,5,6
1297,2,1.0,4,2.0,834,20250,2,2
1298,2,1.0,4,2.0,639,10679,2,2
1299,12,0.8333333333333334,23,1.9166666666666667,671,2525,2,2
1300,1,1.0,2,2.0,350,85500,3,3
1301,3,1.0,6,2.0,851,20254,2,2
1302,2,1.0,3,1.5,750,11099,2,2
1303,7,0.5714285714285714,12,1.7142857142857142,689,14599,2,2
1304,1,1.0,2,2.0,348,86220,3,3
1305,1,1.0,1,1.0,350,8040,2,2
1306,1,0.0,1,1.0,353,17040,4,6
1307,1,0.0,2,2.0,352,65400,0,0
1308,1,0.0,2,2.0,349,6179,5,6
1309,4,0.5,8,2.0,836,70605,3,3
1310,1,0.0,3,3.0,355,71160,5,1
1311,4,0.75,8,2.0,474,1074,2,2
1312,1,1.0,2,2.0,350,3179,2,2
1313,1,1.0,2,2.0,350,17099,2,2
1314,1,1.0,2,2.0,353,70260,3,3
1315,1,0.0,2,2.0,354,70021,0,0
1316,1,0.0,2,2.0,346,65700,0,0
1317,1,1.0,2,2.0,366,6299,2,2
1318,1,1.0,2,2.0,352,17280,2,2
1319,7,0.4285714285714285,15,2.142857142857143,431,71523,3,3
1320,7,0.5714285714285714,13,1.8571428571428568,498,1277,2,2
1321,3,1.0,7,2.333333333333333,813,78770,3,3
1322,1,0.0,2,2.0,346,20460,5,6
1323,1,0.0,2,2.0,345,7559,5,6
1324,15,0.8666666666666667,29,1.9333333333333331,646,11325,6,2
1325,1,0.0,3,3.0,360,83700,5,1
1326,1,0.0,1,1.0,359,5820,4,6
1327,1,1.0,2,2.0,359,73200,3,3
1328,16,0.6875,35,2.1875,564,17127,6,2
1329,1,0.0,2,2.0,352,76321,0,0
1330,1,0.0,1,1.0,341,77340,0,0
1331,1,0.0,1,1.0,368,76200,0,0
1332,3,1.0,7,2.333333333333333,569,3522,2,2
1333,1,0.0,1,1.0,344,69480,0,0
1334,1,0.0,3,3.0,343,70680,5,1
1335,2,0.5,6,3.0,275,10320,5,6
1336,1,0.0,2,2.0,342,76980,0,0
1337,1,0.0,2,2.0,340,5939,5,6
1338,2,1.0,4,2.0,281,21209,2,2
1339,3,0.0,4,1.3333333333333333,496,79403,0,0
1340,9,1.0,14,1.5555555555555556,900,2182,2,2
1341,1,1.0,3,3.0,340,17099,2,2
1342,2,0.5,4,2.0,710,85710,3,3
1343,1,1.0,2,2.0,338,15719,2,2
1344,2,0.5,4,2.0,468,419,2,2
1345,1,0.0,2,2.0,341,68400,0,0
1346,3,1.0,4,1.3333333333333333,465,12788,2,2
1347,1,0.0,2,2.0,346,1500,5,6
1348,6,0.6666666666666666,10,1.6666666666666667,817,18059,2,2
1349,1,0.0,2,2.0,336,5160,5,6
1350,5,0.2,8,1.6,570,5742,4,2
1351,1,0.0,1,1.0,336,75000,0,0
1352,2,1.0,3,1.5,445,68040,3,3
1353,1,0.0,1,1.0,334,74700,0,0
1354,1,0.0,1,1.0,334,0,4,6
1355,1,0.0,2,2.0,340,84601,0,0
1356,10,0.5,17,1.7,627,15204,2,2
1357,6,0.6666666666666666,13,2.1666666666666665,853,15892,2,2
1358,2,0.5,2,1.0,202,21480,2,2
1359,1,1.0,2,2.0,334,73800,3,3
1360,1,1.0,2,2.0,338,9600,2,2
1361,1,0.0,2,2.0,331,15000,5,6
1362,3,1.0,7,2.333333333333333,322,17931,2,2
1363,3,0.6666666666666666,4,1.3333333333333333,730,19050,2,2
1364,2,1.0,3,1.5,839,10860,2,2
1365,6,0.8333333333333334,12,2.0,594,21180,2,2
1366,2,0.5,6,3.0,550,18930,5,2
1367,1,0.0,2,2.0,334,18000,5,6
1368,1,0.0,1,1.0,333,76620,0,0
1369,1,0.0,2,2.0,336,82440,0,0
1370,8,0.75,12,1.5,380,83306,3,3
1371,1,1.0,2,2.0,348,66000,3,3
1372,2,0.5,5,2.5,256,71070,3,3
1373,2,1.0,4,2.0,511,17670,2,2
1374,8,0.625,15,1.875,688,368,2,2
1375,1,0.0,2,2.0,328,10199,5,6
1376,1,0.0,2,2.0,337,70920,0,0
1377,3,1.0,8,2.6666666666666665,762,67365,3,3
1378,2,0.5,2,1.0,313,81660,0,3
1379,1,1.0,2,2.0,326,15180,2,2
1380,1,0.0,1,1.0,324,69480,0,0
1381,1,1.0,1,1.0,352,6419,2,2
1382,2,0.0,4,2.0,776,83581,0,1
1383,5,0.2,10,2.0,385,71167,0,3
1384,4,0.25,8,2.0,433,74075,0,3
1385,1,1.0,2,2.0,322,15779,2,2
1386,2,0.5,3,1.5,470,19230,2,2
1387,1,1.0,2,2.0,333,8639,2,2
1388,1,0.0,4,4.0,325,73080,5,1
1389,5,0.8,11,2.2,693,72878,3,3
1390,1,1.0,1,1.0,322,9480,2,2
1391,1,1.0,2,2.0,318,79200,3,3
1392,2,0.0,2,1.0,770,85140,0,0
1393,3,0.0,4,1.3333333333333333,393,68737,0,0
1394,1,0.0,2,2.0,319,3599,5,6
1395,1,1.0,0,0.0,322,0,2,2
1396,8,0.375,14,1.75,739,17399,2,2
1397,2,0.0,3,1.5,183,70950,0,0
1398,1,0.0,2,2.0,314,71700,0,0
1399,1,1.0,2,2.0,316,73320,3,3
1400,1,0.0,2,2.0,323,19319,5,6
1401,1,1.0,2,2.0,334,66120,3,3
1402,2,0.0,2,1.0,457,72360,0,0
1403,3,0.0,7,2.333333333333333,718,70828,0,1
1404,5,1.0,9,1.8,505,71847,3,3
1405,1,0.0,1,1.0,326,2400,4,6
1406,1,1.0,2,2.0,317,84420,3,3
1407,3,0.3333333333333333,5,1.6666666666666667,135,76908,0,3
1408,7,0.8571428571428571,14,2.0,573,80959,3,3
1409,1,1.0,2,2.0,322,72000,3,3
1410,2,1.0,4,2.0,220,69840,3,3
1411,2,0.5,4,2.0,442,21359,2,2
1412,1,0.0,3,3.0,318,74701,5,1
1413,1,0.0,2,2.0,313,84600,0,0
1414,1,0.0,2,2.0,319,74281,0,0
1415,1,1.0,2,2.0,314,74701,3,3
1416,4,1.0,8,2.0,410,20046,2,2
1417,1,1.0,2,2.0,322,78180,3,3
1418,1,0.0,2,2.0,326,86340,0,0
1419,1,1.0,3,3.0,309,4200,2,2
1420,1,0.0,0,0.0,342,84000,0,0
1421,4,0.25,6,1.5,527,19747,4,2
1422,1,0.0,1,1.0,311,71700,0,0
1423,2,0.0,3,1.5,447,83820,0,0
1424,1,0.0,1,1.0,312,75241,0,0
1425,5,0.6,9,1.8,336,85054,3,3
1426,1,1.0,2,2.0,313,85260,3,3
1427,4,0.75,9,2.25,601,20418,2,2
1428,1,0.0,1,1.0,309,78180,0,0
1429,1,0.0,2,2.0,306,74100,0,0
1430,3,0.3333333333333333,6,2.0,901,81057,0,3
1431,1,1.0,2,2.0,302,70620,3,3
1432,1,0.0,2,2.0,317,69720,0,0
1433,1,1.0,2,2.0,305,10199,2,2
1434,2,0.0,2,1.0,633,79560,0,0
1435,2,0.0,3,1.5,305,20609,4,6
1436,1,0.0,1,1.0,315,14339,4,6
1437,1,0.0,2,2.0,307,20159,5,6
1438,1,0.0,2,2.0,307,64860,0,0
1439,1,1.0,2,2.0,303,67500,3,3
1440,1,0.0,2,2.0,306,69360,0,0
1441,1,0.0,1,1.0,303,69240,0,0
1442,1,1.0,2,2.0,301,65700,3,3
1443,1,0.0,2,2.0,302,13080,5,6
1444,1,1.0,1,1.0,301,79200,3,3
1445,1,1.0,2,2.0,298,68280,3,3
1446,2,1.0,4,2.0,181,12479,2,2
1447,4,0.75,8,2.0,653,65384,3,3
1448,1,1.0,2,2.0,298,18299,2,2
1449,1,1.0,1,1.0,307,16799,2,2
1450,4,0.0,5,1.25,722,12508,4,6
1451,1,0.0,1,1.0,311,18000,4,6
1452,1,0.0,2,2.0,299,80641,0,0
1453,10,0.7,17,1.7,887,66178,3,3
1454,2,1.0,3,1.5,255,5070,2,2
1455,1,0.0,1,1.0,311,83880,0,0
1456,2,1.0,4,2.0,154,68370,3,3
1457,1,0.0,1,1.0,296,21180,4,6
1458,13,0.6923076923076923,27,2.076923076923077,874,16532,6,2
1459,1,0.0,2,2.0,297,14700,5,6
1460,2,0.0,3,1.5,553,18449,4,6
1461,1,0.0,1,1.0,297,900,4,6
1462,1,0.0,1,1.0,300,21599,4,6
1463,1,1.0,1,1.0,297,66000,3,3
1464,1,0.0,1,1.0,298,77101,0,0
1465,1,0.0,1,1.0,306,21360,4,6
1466,2,0.0,4,2.0,538,3750,5,6
1467,1,0.0,2,2.0,294,3659,5,6
1468,3,1.0,6,2.0,401,77598,3,3
1469,2,1.0,4,2.0,187,74700,3,3
1470,2,0.0,5,2.5,674,66990,0,1
1471,2,1.0,4,2.0,243,19650,2,2
1472,6,0.0,8,1.3333333333333333,568,85839,0,0
1473,1,0.0,2,2.0,289,72660,0,0
1474,1,1.0,2,2.0,291,17399,2,2
1475,1,0.0,2,2.0,290,20580,5,6
1476,1,0.0,3,3.0,289,74220,5,1
1477,5,0.4,8,1.6,588,2525,2,2
1478,1,1.0,2,2.0,299,70920,3,3
1479,1,0.0,1,1.0,286,13979,4,6
1480,1,1.0,2,2.0,291,4320,2,2
1481,3,0.6666666666666666,6,2.0,638,79046,3,3
1482,1,0.0,2,2.0,290,79200,0,0
1483,1,0.0,3,3.0,295,74941,5,1
1484,3,0.0,8,2.6666666666666665,369,79515,5,1
1485,1,1.0,1,1.0,289,779,2,2
1486,5,0.6,9,1.8,832,12604,2,2
1487,4,0.25,9,2.25,449,68844,0,3
1488,1,1.0,2,2.0,288,65400,3,3
1489,2,0.0,5,2.5,760,80850,0,1
1490,4,0.0,7,1.75,432,19914,5,6
1491,1,0.0,1,1.0,283,68040,0,0
1492,1,1.0,2,2.0,292,82200,3,3
1493,4,0.75,9,2.25,676,10405,2,2
1494,1,1.0,2,2.0,276,7500,2,2
1495,1,0.0,4,4.0,278,77400,5,1
1496,5,0.6,7,1.4,598,388,2,2
1497,2,0.5,3,1.5,677,83250,3,3
1498,1,0.0,2,2.0,290,20160,5,6
1499,1,0.0,1,1.0,280,82260,0,0
1500,1,0.0,2,2.0,274,9900,5,6
1501,2,0.5,3,1.5,719,77760,3,3
1502,1,0.0,2,2.0,274,300,5,6
1503,3,0.6666666666666666,7,2.333333333333333,374,17594,2,2
1504,1,0.0,1,1.0,275,3600,4,6
1505,1,1.0,1,1.0,275,11819,2,2
1506,1,0.0,1,1.0,272,8340,4,6
1507,1,0.0,2,2.0,274,72660,0,0
1508,8,0.875,15,1.875,802,9953,2,2
1509,2,1.0,4,2.0,595,72330,3,3
1510,1,0.0,2,2.0,289,73260,0,0
1511,1,1.0,2,2.0,289,8639,2,2
1512,1,0.0,3,3.0,276,1800,5,6
1513,1,0.0,2,2.0,270,72300,0,0
1514,2,1.0,3,1.5,204,68730,3,3
1515,1,1.0,2,2.0,270,16680,2,2
1516,1,0.0,2,2.0,266,3600,5,6
1517,1,1.0,2,2.0,282,15119,2,2
1518,1,0.0,3,3.0,266,69001,5,1
1519,5,0.8,9,1.8,1056,7455,2,2
1520,1,1.0,2,2.0,274,72181,3,3
1521,1,1.0,2,2.0,268,74100,3,3
1522,2,0.5,3,1.5,493,16709,2,2
1523,3,0.3333333333333333,5,1.6666666666666667,550,5852,4,2
1524,1,0.0,1,1.0,283,79200,0,0
1525,4,0.5,8,2.0,696,65066,3,3
1526,1,0.0,1,1.0,273,21599,4,6
1527,1,1.0,2,2.0,265,14219,2,2
1528,2,1.0,4,2.0,524,13710,2,2
1529,2,1.0,4,2.0,687,79710,3,3
1530,1,0.0,2,2.0,273,77400,0,0
1531,1,1.0,2,2.0,262,13379,2,2
1532,1,0.0,2,2.0,262,12779,5,6
1533,1,1.0,3,3.0,268,12900,2,2
1534,6,0.6666666666666666,8,1.3333333333333333,311,1946,2,2
1535,3,1.0,6,2.0,606,70091,3,3
1536,1,0.0,4,4.0,270,68280,5,1
1537,2,1.0,4,2.0,166,14489,2,2
1538,1,0.0,2,2.0,261,73800,0,0
1539,1,0.0,2,2.0,260,18840,5,6
1540,1,0.0,1,1.0,261,9180,4,6
1541,1,1.0,2,2.0,259,81000,3,3
1542,1,1.0,1,1.0,274,76320,3,3
1543,1,0.0,2,2.0,266,2460,5,6
1544,1,1.0,2,2.0,263,65880,3,3
1545,1,1.0,2,2.0,295,1380,2,2
1546,1,1.0,2,2.0,262,21239,2,2
1547,1,0.0,2,2.0,262,18059,5,6
1548,1,1.0,2,2.0,258,10199,2,2
1549,2,1.0,3,1.5,649,16980,2,2
1550,4,0.5,8,2.0,572,14766,2,2
1551,1,0.0,1,1.0,261,77760,0,0
1552,1,1.0,0,0.0,321,71100,3,3
1553,1,1.0,2,2.0,256,8159,2,2
1554,1,1.0,2,2.0,255,2879,2,2
1555,1,1.0,0,0.0,315,7979,2,2
1556,1,1.0,2,2.0,263,0,2,2
1557,4,0.75,8,2.0,340,79239,3,3
1558,1,0.0,1,1.0,264,5399,4,6
1559,1,1.0,2,2.0,257,18659,2,2
1560,1,1.0,2,2.0,257,70620,3,3
1561,4,1.0,8,2.0,376,79678,3,3
1562,1,0.0,2,2.0,252,7200,5,6
1563,1,0.0,2,2.0,330,76500,0,0
1564,2,0.0,2,1.0,253,86040,0,0
1565,1,0.0,1,1.0,255,85741,0,0
1566,1,0.0,2,2.0,257,72720,0,0
1567,1,0.0,2,2.0,262,5280,5,6
1568,2,0.5,3,1.5,262,5250,2,2
1569,11,0.9090909090909092,22,2.0,451,17185,2,2
1570,1,0.0,2,2.0,262,5340,5,6
1571,1,0.0,2,2.0,290,17219,5,6
1572,1,0.0,2,2.0,249,68280,0,0
1573,1,0.0,1,1.0,262,5400,4,6
1574,1,0.0,2,2.0,260,70860,0,0
1575,1,0.0,1,1.0,249,67800,0,0
1576,1,1.0,2,2.0,248,74400,3,3
1577,1,0.0,2,2.0,290,79261,0,0
1578,2,0.5,5,2.5,201,20280,5,6
1579,2,0.0,3,1.5,607,16320,4,6
1580,1,1.0,4,4.0,254,70380,5,3
1581,2,1.0,4,2.0,191,79530,3,3
1582,1,0.0,2,2.0,250,1440,5,6
1583,1,0.0,1,1.0,249,66360,0,0
1584,1,1.0,1,1.0,256,75360,3,3
1585,1,0.0,1,1.0,248,12599,4,6
1586,3,1.0,7,2.333333333333333,661,19251,2,2
1587,1,1.0,2,2.0,252,7200,2,2
1588,1,1.0,2,2.0,246,13980,2,2
1589,3,0.0,5,1.6666666666666667,743,71712,0,0
1590,1,0.0,2,2.0,243,74160,0,0
1591,1,1.0,2,2.0,246,76200,3,3
1592,1,1.0,2,2.0,249,73740,3,3
1593,2,0.0,1,0.5,236,67500,0,0
1594,6,0.5,13,2.1666666666666665,386,20807,2,2
1595,1,0.0,2,2.0,252,8280,5,6
1596,1,0.0,1,1.0,336,11160,4,6
1597,3,1.0,6,2.0,863,84962,3,3
1598,1,0.0,0,0.0,309,80100,0,0
1599,1,1.0,0,0.0,307,75120,3,3
1600,1,0.0,2,2.0,244,18780,5,6
1601,1,0.0,1,1.0,267,66060,0,0
1602,1,0.0,2,2.0,241,82560,0,0
1603,1,0.0,1,1.0,241,7320,4,6
1604,1,1.0,0,0.0,257,78001,3,3
1605,5,0.6,10,2.0,253,5279,2,2
1606,3,0.6666666666666666,6,2.0,488,12582,2,2
1607,1,0.0,1,1.0,248,82080,0,0
1608,3,0.0,8,2.6666666666666665,872,13308,5,1
1609,1,1.0,2,2.0,237,3179,2,2
1610,1,0.0,1,1.0,235,76440,0,0
1611,1,1.0,2,2.0,237,73381,3,3
1612,1,1.0,2,2.0,257,10799,2,2
1613,5,0.8,10,2.0,515,21333,2,2
1614,1,1.0,1,1.0,235,17760,2,2
1615,1,0.0,2,2.0,236,72000,0,0
1616,1,1.0,2,2.0,241,16319,2,2
1617,6,0.6666666666666666,10,1.6666666666666667,326,9060,2,2
1618,4,1.0,9,2.25,303,15079,2,2
1619,4,1.0,8,2.0,274,71894,3,3
1620,1,1.0,2,2.0,234,73740,3,3
1621,2,0.0,3,1.5,474,82831,0,0
1622,1,0.0,2,2.0,249,11519,5,6
1623,4,1.0,7,1.75,426,14161,2,2
1624,1,1.0,2,2.0,250,65220,3,3
1625,2,0.5,3,1.5,400,79590,3,3
